Station,Country,ARMS_unit,date_start,date_end,Event_id,File_Name,File_Type,File_Download_URL,created_at,updated_at
RavHabour,Italy,RavH1,2021-04-22,2021-07-26,ARMS_RavHabour_RavH1_20210422_20210726,ARMS_RAVH3_20210422_IMG_Field_16.HEIC,Image,,2021-04-22 13:18:05.201654+00:00,2021-08-03 12:33:06.675107+00:00
RavHabour,Italy,RavH1,2021-04-22,2021-07-26,ARMS_RavHabour_RavH1_20210422_20210726,ARMS_RAVH3_20210422_IMG_Field_13.HEIC,Image,,2021-04-22 13:18:05.201654+00:00,2021-08-03 12:33:06.675107+00:00
